DonorID,FirstName,LastName,Email,Phone,City,State,ZipCode,LastDonationDate,TotalGifts,TotalAmountDonated,EventParticipation,EngagementScore
D00208,Brian,Galvan,thomasmarquez@morris.com,910-072-3149x204,Milestown,ND,7955,6/15/2024,27,7801.58,Yes,2
D00209,Nicholas,Andrews,beckystevens@morrison.info,001-930-640-4121,North Robertberg,TX,38674,5/29/2024,25,19577.43,No,92
D00210,Tricia,Tucker,monica23@bowen-jones.com,7043105503,New Robertamouth,HI,89987,3/16/2023,9,11077.52,Yes,2
D00211,Joseph,Vargas,eatkins@yahoo.com,588-785-0660,Barryfurt,IN,55451,6/3/2022,22,12141.96,No,22
D00212,Kristen,Ford,baldwincatherine@hotmail.com,001-675-141-4835x15609,Ashleyburgh,OR,18626,6/22/2023,10,19452.18,Yes,71
D00213,Spencer,Peters,ucastillo@carter.com,(142)770-2153x861,South Johnstad,CA,29665,2/24/2023,22,9571.44,Yes,4
D00214,Rodney,Short,gmoran@hotmail.com,511-162-7143,Philipberg,DC,25532,9/23/2022,19,11089.32,Yes,38
D00215,Susan,Thompson,gcobb@gmail.com,001-593-410-6165x04725,East Ginaberg,MA,4727,3/13/2024,1,9417.24,No,84
D00216,Wendy,Blanchard,bowenmichael@hotmail.com,(310)737-1220x725,Barbarastad,NC,56850,6/8/2024,7,9196.17,Yes,70
D00217,Angela,Jones,robinpope@gmail.com,001-084-524-0886x0969,East Cynthiaside,FL,41027,1/20/2024,4,13158.15,No,73
D00218,Jennifer,Rodriguez,riveraheather@yahoo.com,(533)601-0999,Elizabethhaven,ID,22128,11/16/2022,1,20223.81,Yes,52
D00219,Eric,Cervantes,katherinepeterson@hotmail.com,191.400.9981,Karifort,DE,19066,4/10/2022,15,9056.97,Yes,31
D00220,Kenneth,Wise,kristin49@yahoo.com,(971)922-8874,Lake Thomasfort,WV,620,1/11/2024,8,13115.88,No,26
D00221,Tanya,Gray,earlroberts@beard.com,001-159-492-5434x5026,Port Andrew,AL,65557,10/28/2023,12,16774.77,No,36
D00222,Beth,Snyder,shirley29@hotmail.com,(427)386-9664x81105,North Michael,CO,49244,9/5/2022,22,6750.6,No,26
D00223,Amy,Keller,rmarquez@yahoo.com,292-724-3067,North Jamieshire,DE,39884,2/16/2025,22,6952.52,No,28
D00224,Julie,Davis,dwaynecarter@scott-perez.com,798.367.7810x7082,Pamelafort,DE,66859,3/13/2025,18,23336.66,No,5
D00225,Brian,Montoya,breannagreen@hotmail.com,089-351-3315x792,Morganhaven,LA,39672,12/6/2022,15,18093.89,No,74
D00226,Breanna,Clay,kmontgomery@yahoo.com,8236616201,Michaelfurt,NY,26839,11/10/2023,17,14438.12,No,18
D00227,Wesley,Berger,alexandra67@jackson.biz,295.126.6086x961,North Jacqueline,FL,62064,7/31/2024,29,16200.05,No,15
D00228,Melissa,Fields,petersonkyle@hernandez.com,084-039-0927,Lake Leslietown,FL,42867,9/1/2022,14,751.9,No,57
D00229,Eric,Smith,victor90@singleton.com,(736)086-3339x9506,Herreratown,NV,83511,7/27/2022,14,15460.21,No,97
D00230,Susan,Thomas,elizabeth61@romero-nelson.net,(676)055-0800x5090,Lawrencechester,NE,83692,1/18/2023,18,12747.53,No,5
D00231,Christopher,Hernandez,griffinalexandra@scott.com,-2210,East Andreamouth,NC,59356,4/13/2024,20,13652.83,Yes,37
D00232,Jacob,Schmidt,hannahbryant@krause.net,(564)419-9412x436,Lake Penny,IN,82231,1/5/2024,18,8998.41,Yes,86
D00233,Brooke,Price,pauljessica@gmail.com,605-029-9907,Jeffreyfort,NJ,19077,3/6/2024,16,2055.22,No,86
D00234,Emma,Lane,bruce33@gill.com,(191)814-9836x7849,Lake Christophertown,RI,90318,3/22/2023,1,4849.61,Yes,22
D00235,Joe,Gonzalez,gonzalezdarren@gmail.com,3217749117,Lake Susan,NY,67961,9/19/2022,23,23769.6,No,52
D00236,David,Maldonado,corylawrence@hotmail.com,(755)004-3753x15752,Samuelton,ME,69279,1/24/2025,27,10229.32,Yes,15
D00237,Pamela,Stewart,ashley96@gmail.com,(950)838-6039,Terryberg,GA,68807,2/10/2024,11,11677.75,No,17
D00238,John,Hudson,briannareid@yahoo.com,3674867567,Port Frankhaven,DE,56624,12/2/2024,15,1336.69,Yes,51
D00239,Brooke,Gentry,karen94@welch-murphy.info,(351)534-7439x270,Lake Jayborough,WV,17230,9/27/2024,12,958.4,No,45
D00240,Christine,Torres,joseph83@yahoo.com,120.780.0378x10103,Andersonside,OK,93295,1/16/2023,8,17935.19,Yes,63
D00241,Robert,Harding,connie12@yahoo.com,+1-208-234-1609x9097,New Tracybury,ID,28837,3/15/2025,22,13461.6,No,28
D00242,Brandy,Graham,patricia87@martin-jones.biz,(788)516-6190x764,Port Edward,MT,39525,1/20/2023,20,12727.48,No,59
D00243,Alexandra,Haas,schaeferscott@hotmail.com,490-439-4616x2227,Port Brendanland,MI,43982,7/16/2023,6,6093.25,Yes,86
D00244,Sarah,Cooper,kimberlyhines@parker.com,001-726-105-4026x028,Shelleyton,TN,94891,12/13/2024,3,18623.87,No,21
D00245,James,Davis,cohensara@gmail.com,+1-465-592-1895x6886,North Robert,PA,48078,11/14/2024,28,4222.55,Yes,42
D00246,Jennifer,Smith,eric62@bishop.com,993-397-4539x180,Amyfort,VT,92626,9/1/2023,24,4764.57,Yes,81
D00247,John,Downs,rchan@gmail.com,(384)876-1444,Lake Christopher,ID,61349,5/17/2022,26,11528.59,No,69
D00248,Randy,Powell,tmichael@yahoo.com,373.609.0857,Paulport,MS,48887,1/17/2023,13,7171.27,No,82
D00249,Emily,Anderson,matthew55@parker-elliott.biz,379-476-3183x42900,Thompsonfort,NH,81022,11/28/2024,13,6201.63,No,17
D00250,Kevin,Phillips,abrown@brewer-taylor.info,(492)785-2346,West Kimberlyburgh,CT,40229,4/24/2024,2,16138.04,Yes,68
D00251,Leslie,Wood,cardenasjames@hotmail.com,001-151-216-7608x9601,Kevinfurt,AR,13275,10/4/2023,5,16281.27,No,7
D00252,Karen,Dunn,marissa05@yahoo.com,6658978242,East Brett,HI,69690,4/17/2023,17,20616.44,No,89
D00253,Charles,Brown,angela33@hotmail.com,001-565-829-3854x0445,South Destiny,NV,62752,2/19/2024,6,10454.36,No,40
D00254,Stephen,Warner,daniel32@yahoo.com,3986383466,East Judithmouth,KY,87349,1/27/2024,2,1845.67,No,40
D00255,Yolanda,Hoover,ccrane@hotmail.com,+1-081-449-8602x965,Carrollfurt,CT,79923,8/9/2024,4,6856.19,No,43
D00256,Wendy,Howard,mwright@hotmail.com,283.153.0707,Davisport,VT,47455,8/14/2023,22,24500.54,Yes,73
D00257,Charles,Callahan,garciadanielle@yahoo.com,+1-190-487-8601x508,Orozcostad,MO,56682,11/18/2024,26,14914.54,Yes,83
D00258,Jason,Glenn,hmclean@yahoo.com,001-334-512-9829x454,Rodriguezburgh,SD,89444,8/30/2024,11,17749.23,No,51
D00259,Joseph,Young,nguyenkimberly@holloway-sawyer.org,001-183-378-8147x42507,Pachecoton,RI,95589,4/15/2022,8,203.8,No,73
D00260,Sarah,Park,annagonzales@yahoo.com,382-039-5007x8677,Jeromeshire,MN,16392,8/27/2022,12,12964.78,Yes,23
D00261,Nicole,Long,hannah21@hotmail.com,500-535-7603x67336,Lake Alan,WV,25780,5/31/2023,8,957.47,Yes,95
D00262,Natasha,Flores,rebecca73@gmail.com,424-741-5163,Lake Wendy,CO,77281,7/27/2024,11,14239.37,No,32
D00263,Mike,Reyes,xperez@yahoo.com,(956)614-8243,New Amandaside,IL,6222,6/19/2023,22,23020.86,No,31
D00264,Eric,James,jonathan02@may.biz,(485)178-2757x73061,New Richard,CA,93293,9/18/2023,20,24211.11,Yes,17
D00265,Martha,Gardner,deckerbrian@hotmail.com,601-741-9640x009,West Toddport,CA,4689,12/23/2022,8,13523.01,Yes,58
D00266,Jade,Bates,knightwendy@hotmail.com,(568)359-6278,Lake Joseph,DC,3938,9/14/2022,29,11465.96,No,86
D00267,Cheryl,Wells,vcampbell@hotmail.com,877.765.4023,Port Deannaville,MS,57857,1/26/2024,8,23626.53,No,35
D00268,Vanessa,Lopez,cunninghamterri@schmidt.com,714-513-7402x8265,Nancyburgh,KS,91980,1/21/2024,26,16846.77,No,30
D00269,Destiny,Cruz,karenwang@yahoo.com,+1-652-936-7562x7545,North Daniel,WY,60745,9/1/2022,17,1641.18,No,64
D00270,Alan,Middleton,vhayes@gmail.com,+1-403-498-9397x59553,Martinezside,SC,37849,10/6/2022,20,11653.82,No,53
D00271,Lisa,Larsen,whitebarbara@yahoo.com,(422)094-7054x4765,Wilsonland,SD,66268,1/20/2025,20,6021.32,No,51
D00272,Kevin,Moore,moraleskelly@hotmail.com,390.187.6927x04388,Mitchellhaven,WY,1345,12/29/2022,23,11755.71,No,37
D00273,Elizabeth,Bright,smithmarcus@gmail.com,287-158-3443x02997,Pierceside,LA,22987,2/13/2023,16,11397.53,Yes,90
D00274,Sheila,Santiago,breannasaunders@hotmail.com,001-385-442-4029x480,East Debbie,SC,73454,10/1/2022,14,14561.98,No,6
D00275,Dennis,Taylor,kaylaandrews@yahoo.com,688-698-9087x6342,Port Stephanie,KS,15955,12/18/2023,11,8932.13,No,34
D00276,Darrell,Jones,kendraharris@garcia.org,247.711.5787x3781,Port Howardborough,WV,83746,7/4/2024,7,4123.48,No,56
D00277,Daniel,Smith,amberblevins@harrell-hebert.com,616-217-3671x38731,Jerrychester,NH,83991,5/2/2024,16,12602.91,Yes,96
D00278,Angela,Griffith,frank43@barton.com,031-916-6616x2469,Karenport,KS,73794,7/31/2024,13,20758.47,No,25
D00279,Joseph,Tucker,flowersnicholas@yahoo.com,001-889-676-2182x2479,East Hollyside,NJ,29434,12/9/2023,27,16607.03,No,13
D00280,Cassandra,Kim,cwilliams@gonzalez-wise.org,+1-224-768-6707x1671,Morrowmouth,IN,48608,2/18/2025,15,8472.43,Yes,63
D00281,Jennifer,Branch,costawilliam@ramsey.com,+1-489-579-2578x5235,Williamsview,DE,46173,10/10/2022,24,23389.37,No,66
D00282,James,Miller,kara56@gmail.com,(980)093-4137,South Amandahaven,DE,15271,11/12/2022,16,22806.95,No,5
D00283,Cynthia,May,marshmichael@hicks-duffy.com,454.247.1155,Lake Charlesport,WY,2529,6/20/2022,27,5249.52,No,75
D00284,Joseph,Perry,zlara@gomez.com,221.819.5171x90706,Elliottview,CO,71429,1/20/2024,21,1004.65,No,11
D00285,Tracy,Bryant,jerome16@yahoo.com,769.313.1645x383,New Tinaside,GA,94854,9/23/2022,23,18537.89,No,88
D00286,Rebecca,Mccormick,jessica50@boone.org,642.550.3533,Michealborough,CO,27358,7/17/2023,24,20693.7,No,78
D00287,Meghan,Munoz,apriltaylor@farmer-brown.com,001-210-125-4675x914,Port Corey,SD,18989,6/27/2022,9,24197.26,Yes,94
D00288,Christopher,Simmons,christina26@gmail.com,001-995-977-0317,Petersonton,DE,19209,2/2/2023,3,22248.11,Yes,44
D00289,Rodney,White,judypatrick@diaz.com,5682583201,Port Jillmouth,CT,64086,8/6/2022,19,15021.36,No,99
D00290,Joshua,Hicks,zharris@brooks.com,354-563-6798x836,Chenview,OR,46317,1/5/2024,20,13260.71,No,85
D00291,Adam,Arnold,anthony70@wiggins.biz,636.444.9810x63267,Lake Charlesborough,NY,16908,7/4/2023,5,715.47,No,69
D00292,Kellie,Cole,craigbailey@davis.com,001-392-060-4294x29921,Jamesbury,RI,23198,1/2/2023,10,6181.48,No,2
D00293,Dana,Kelly,ilucero@yahoo.com,924-743-5069,Mccallbury,WA,21103,12/1/2022,17,11501.18,Yes,40
D00294,Jose,Lopez,collinsterrance@anderson-douglas.com,+1-782-099-3872x11203,Kerryshire,ND,96544,5/11/2022,15,15720.03,No,37
D00295,Joyce,Jacobs,kvasquez@martinez.com,299.839.9015x05954,West Dorothyborough,SD,38807,1/1/2024,23,13940.15,Yes,49
D00296,Andrea,Lane,donnapaul@powell.com,616.806.8030x4005,Porterbury,WY,4759,11/6/2024,25,18571.05,No,98
D00297,Ronald,Bradford,jessicaturner@hotmail.com,+1-468-013-1433x60574,Christinechester,CT,84244,7/16/2022,8,7008.58,No,75
D00298,Alec,Young,kathleen25@yahoo.com,211.154.9599,Lucasstad,MS,85356,4/20/2024,15,14132.52,No,36
D00299,Charles,Shaw,bethmichael@gmail.com,(917)919-6909,Lake Roy,VA,35447,8/26/2022,21,2221.79,Yes,75
D00300,Nicole,Jenkins,bauertiffany@gmail.com,364-176-5920,Port Kimberly,IA,55709,9/17/2022,14,10353.36,Yes,73
D00301,Rebecca,Payne,conleyjohn@morris-armstrong.info,(948)360-9016x801,East Kathryn,ID,29027,4/23/2022,20,18759.02,No,70
D00302,Amy,Richardson,courtneymontoya@hotmail.com,001-153-609-6439x45349,Bradyfurt,SD,9587,1/25/2024,28,17341.15,No,34
D00303,Mary,Good,dhaney@hotmail.com,320.096.0153x5305,East Alexville,GA,36604,2/1/2023,7,24766.26,No,58
D00304,Brandi,Carroll,rwilson@hotmail.com,256.248.8880,Matthewhaven,WY,63660,5/31/2022,21,6961.72,Yes,37
D00305,Earl,Bush,wendy24@yahoo.com,970-464-8555x1693,Port Brett,NJ,41839,4/17/2023,23,12464.77,No,96
D00306,David,Wilson,qalvarado@yahoo.com,(405)741-1935,Lake Kristenchester,DE,39639,3/24/2022,12,8251.67,No,60
D00307,Kyle,Olson,caseyronald@gmail.com,910.389.1667,Lindachester,UT,29440,4/23/2024,17,11026.27,Yes,12
D00308,Rachel,Vaughn,perezstephen@martinez.com,095.218.5868x043,North Jack,UT,53033,10/16/2024,17,21426.61,No,32
D00309,Laura,Thomas,kurt68@burch.com,+1-429-008-8925x857,New John,WY,65742,12/20/2023,10,17111.54,Yes,81
D00310,Michelle,Simon,donaldbecker@gmail.com,398.037.0377x31205,Lake Victoria,FL,9680,3/7/2023,29,22063.38,No,4
D00311,Rachel,Terrell,alicia29@warren.com,-4427,Lake Cheyenneton,CO,86595,5/20/2024,19,5103.71,No,33
D00312,Jason,Terrell,erik29@bridges.com,781.340.9514x05018,Yatesshire,AL,10736,8/10/2023,14,21836.56,No,43
D00313,John,Maxwell,joshuahaley@yahoo.com,361-700-0485,New Leon,OK,13514,8/5/2024,11,1512.86,No,9
D00314,Curtis,Marshall,asantana@yahoo.com,123-481-0945x2553,East Saraview,TN,64910,4/6/2023,2,22217.21,No,98
D00315,Kimberly,Miller,derek40@gmail.com,001-962-556-1441x298,New Gregoryland,IL,57788,7/1/2024,18,8240.26,Yes,51
D00316,Nicole,Wu,jason99@gmail.com,010.932.1529x417,North Elizabethshire,KY,8121,10/21/2024,7,7878.4,No,94
D00317,Richard,Davis,etaylor@duran.biz,(111)483-2409x65261,East Kelseystad,KS,24747,8/6/2024,12,12811.97,No,20
D00318,Christine,Kennedy,mmyers@flowers.com,(166)948-1001,North Laurie,ID,14315,4/6/2023,26,23518.44,No,39
D00319,Eric,Harmon,patriciamartinez@hotmail.com,233-016-7965,Port Brianna,NC,99696,1/7/2023,2,1213.58,Yes,23
D00320,Sarah,Horne,scottchambers@smith-wilson.com,(673)238-3684x143,Lake Jonathanburgh,RI,61641,2/5/2023,27,8818.73,No,41
D00321,Michelle,Miller,chall@short-weaver.org,462-280-7490x5389,Barbertown,WV,8021,6/22/2023,20,21417.17,Yes,44
D00322,Theresa,Schultz,chadwerner@hotmail.com,001-059-509-4281x68362,Lake Destiny,NJ,53019,8/26/2022,18,9913.44,Yes,35
D00323,Lisa,Yates,stefanie06@yahoo.com,772-108-7274x10591,Port Katherinestad,KS,7179,1/16/2025,6,4994.94,No,23
D00324,Nicole,Edwards,ksimmons@holt.com,(798)155-5184x955,East Michellestad,WY,80410,8/3/2024,24,10631.36,Yes,58
D00325,Angel,Brown,brightcarrie@grimes.info,(964)352-2173,Port Michaeltown,ME,2240,2/7/2024,10,9651.1,No,48
D00326,Jill,Cooper,gbrown@yahoo.com,(842)487-2980,West Richard,NM,69344,10/18/2023,20,22887.1,No,87
D00327,Martin,Osborne,danielle56@hotmail.com,+1-202-917-2651x34204,Michaeltown,SD,73655,4/17/2022,15,19053.12,No,58
D00328,Sarah,Harrison,christopher17@gmail.com,+1-578-131-4562x5303,Port Justin,MS,81561,6/7/2023,5,12637.79,No,57
D00329,Leah,Hunt,brittanywade@gmail.com,2413001131,Johnsonville,MS,67227,2/17/2023,20,24709.5,No,87
D00330,Michelle,Harrison,qobrien@yahoo.com,644-214-3778x0559,Port Arthurmouth,OH,62903,9/13/2023,3,11642.63,Yes,39
D00331,Lisa,Gross,garzalaura@johnston.com,(277)026-0497,Blakechester,MS,38048,3/27/2024,5,1474.78,No,28
D00332,Joseph,Fisher,tochoa@hotmail.com,(979)987-2569x6411,Port Katrinaton,AK,21568,9/16/2022,25,6571.61,No,64
D00333,Kristin,Yu,deborah77@boyer.biz,507.649.9672,Cynthiamouth,SC,78568,7/9/2023,8,10913.04,No,62
D00334,Daniel,Yates,ashleyjohnson@garcia-knapp.com,001-763-396-8007x119,East Sherylchester,WI,44827,3/26/2022,8,3939.43,No,83
D00335,Monica,Roberts,michael55@gmail.com,750-522-0112x7042,Brookefort,NV,94150,9/23/2022,8,23690.18,Yes,62
D00336,Michele,Johnson,ubowers@yahoo.com,(593)323-8143,Kevinbury,NH,70556,3/19/2024,12,19175.89,No,94
D00337,Jeffrey,Livingston,jasontownsend@hotmail.com,161.669.7446,Hardyville,OR,39802,3/19/2023,24,6721.81,Yes,85
D00338,Lisa,Curry,xmullins@gmail.com,001-707-119-8951,New Kimberlystad,MO,12904,9/13/2022,23,14778.3,No,88
D00339,Steven,Acosta,cookchristina@hotmail.com,157-872-3903,Justinburgh,OR,66203,5/7/2022,8,18041.8,Yes,85
D00340,Kevin,Elliott,maria11@sullivan.biz,155.860.2642x3624,Conleyville,CA,47558,2/2/2024,11,23533.15,No,26
D00341,Laura,Brown,melissa75@shaffer-huang.com,884-693-7147x87508,Alexandraland,KS,35292,2/15/2023,14,22043.25,No,51
D00342,Jeremy,Kennedy,allen39@stout-graves.net,+1-057-117-8444x00274,West Kristen,WA,72745,5/14/2022,8,12889.5,No,50
D00343,Andrew,Jackson,raymonddominguez@gmail.com,001-894-244-3793x66604,West Tommyshire,MO,98564,5/18/2023,29,19370.82,No,36
D00344,James,Williams,dawsonrobin@sullivan.net,867-118-8161x8277,New Monicashire,OH,62580,8/21/2022,24,14062.38,No,26
D00345,Mark,Mooney,yanderson@gmail.com,+1-347-749-6784x5273,East Rodneyview,OH,67020,7/3/2023,28,13826.54,No,33
D00346,Michelle,Lamb,nguyenjeffrey@gmail.com,001-318-815-6754x135,Gravesfurt,WI,10758,1/27/2024,10,2886.25,No,100
D00347,Tammy,Weber,elizabethhill@walker-neal.com,557-970-7907x704,Garciaton,MT,51988,10/14/2024,7,3170.92,No,68
D00348,Joshua,Mitchell,scottcain@smith.com,+1-553-001-7314x1272,South Christinastad,ND,41127,10/11/2022,28,13247.75,No,73
D00349,Darlene,Miller,jperry@hotmail.com,(921)298-5672x405,New Gregoryville,OR,64486,3/1/2025,17,6736.16,Yes,8
D00350,Ricardo,Wagner,hlopez@ross.biz,(525)177-4856x526,West Melissashire,MO,12910,10/16/2024,4,545.5,No,66
D00351,Tina,York,linda46@yahoo.com,243-742-8220x2204,Aguilarfort,WI,8087,10/19/2024,29,18076.52,Yes,93
D00352,Amanda,Ramirez,lukekelly@hotmail.com,064-960-7265,South Ryanborough,RI,51020,10/10/2022,13,831.52,No,23
D00353,Sheila,Anderson,michelle38@anderson.net,(014)876-0967,Jayfort,OK,14090,4/21/2023,4,14890.02,No,70
D00354,Darrell,Campbell,daniel93@hotmail.com,725.009.3219,Douglaston,AL,17034,6/20/2023,5,13489.06,No,55
D00355,Tara,Hodge,stevenandrews@gmail.com,693-205-0650x69615,Lake Sandra,OR,47493,2/12/2025,26,24220.99,No,43
D00356,Gregory,Smith,bcrawford@gmail.com,-7860,South Heather,NC,24801,4/12/2022,22,12115.64,No,100
D00357,Sydney,Rodriguez,castroangelica@huang.com,100-208-9676,Port Joshua,DC,37929,8/13/2022,4,1608.76,Yes,21
D00358,Joseph,Thompson,cameron49@valentine-luna.org,001-040-623-2151x7519,Obrienchester,TN,82602,11/19/2023,18,13801.17,No,22
D00359,Daniel,Vargas,ipadilla@yahoo.com,(792)960-5865x3143,Lake Michael,LA,10720,11/28/2024,6,21030.58,Yes,9
D00360,Ryan,Hernandez,scollins@torres.net,220-704-3107x722,Gonzalezport,DC,60391,3/26/2024,24,24921.3,No,34
D00361,Jessica,Griffin,katiebaird@hotmail.com,(874)995-8936,Thomasburgh,HI,73384,4/16/2023,24,10769.97,Yes,59
D00362,Lee,Morton,arellanobrian@yahoo.com,428.601.7678x7388,South Allisonburgh,FL,38269,9/9/2022,23,8021.06,No,26
D00363,Catherine,Green,austinalyssa@martin.com,1113052923,Samanthaville,VA,41474,12/16/2022,22,22668.2,No,1
D00364,William,Haynes,bankstroy@rivera.biz,352.237.7504x48063,Murphyborough,NC,7107,10/16/2022,2,4797.23,Yes,100
D00365,Paul,Washington,ejames@gmail.com,+1-244-896-8460x4126,New Kirsten,CO,38331,5/15/2023,23,15393.41,No,5
D00366,Barbara,Lloyd,codykelly@hotmail.com,655-427-9339,Antoniobury,SC,31213,7/25/2024,11,10154.75,Yes,41
D00367,Jonathan,Atkins,victor24@yahoo.com,001-702-146-1690,Douglasbury,LA,79790,1/26/2024,28,1046.24,No,63
D00368,Jeanne,Cooper,michaelholland@morgan.net,761-029-6544x1904,Loriborough,GA,34778,5/29/2023,14,8695.27,No,22
D00369,Aaron,Miller,suarezbruce@hotmail.com,770.296.7050,East Robert,NY,98466,4/29/2022,5,6645.41,Yes,68
D00370,Sara,Thomas,cody08@smith.com,562.372.4645,Hillside,LA,78746,10/22/2024,6,17158.56,Yes,48
D00371,Amanda,Peck,michele23@oliver.com,(048)511-9906x5632,South Tammyborough,GA,10139,4/7/2023,10,23720.79,No,66
D00372,Jennifer,Moore,carolberry@mccarthy-hobbs.com,(679)111-7851,New Frederickton,NE,34707,9/22/2024,8,6715.82,Yes,16
D00373,Judy,Crawford,cjohnson@beasley.com,(592)729-1694,Dixonfurt,AK,24066,4/28/2023,14,20290.42,No,80
D00374,Emily,Chaney,baileyhenry@hotmail.com,(229)253-8418,North Kimberlytown,TN,75013,10/13/2022,24,1402.89,Yes,53
D00375,Michael,Townsend,jimenezcarrie@mora.net,576.176.5722x458,Mooreburgh,MI,16431,8/23/2023,3,13462.26,Yes,86
D00376,Chad,Young,qraymond@hotmail.com,366.079.8334x08337,Kirstenshire,VA,56415,7/25/2022,12,1782.34,No,65
D00377,Elizabeth,Alexander,john23@lopez-powell.com,361.592.6686x68080,Port Lindaborough,LA,62334,3/24/2024,16,23352.14,Yes,79
D00378,Mark,Walsh,qcochran@webster.com,956.530.0022x7509,Burnsbury,KY,87014,6/4/2023,28,19163.45,No,64
D00379,Lee,Clark,psherman@gmail.com,604.709.2803,Port Debra,MS,31981,2/27/2023,23,16455.59,Yes,88
D00380,Melanie,Navarro,derek34@hotmail.com,714.213.7472,Lake Matthew,IA,18260,11/21/2022,17,20600.93,Yes,68
D00381,Jennifer,Reed,fgraham@yahoo.com,939.226.8949x5427,East Roberthaven,NC,36541,6/12/2022,1,16195.04,No,63
D00382,Kevin,May,jgarcia@lynch-torres.com,(293)369-8324x07281,East Krista,OR,40779,6/16/2023,23,24224.23,No,62
D00383,Kyle,Campos,lopezchristopher@adkins.com,+1-598-161-8098x098,Owenport,HI,39190,3/18/2024,10,17854.67,No,82
D00384,Ricky,Wilson,williamskevin@bell.com,-7244,North Christopher,WA,21281,12/29/2023,25,23117.97,Yes,81
D00385,Richard,Jackson,williammaldonado@gmail.com,452-275-9426x732,Port Michelleshire,MA,70101,1/16/2023,23,12937.95,No,71
D00386,Kenneth,Ross,bryantjacob@joseph.com,001-722-215-5325x016,Port Bradleymouth,MT,97608,5/21/2023,10,2944.27,No,45
D00387,David,Turner,ashleyaustin@gmail.com,+1-932-974-5116x516,Lake Heidiport,NY,44914,9/12/2023,21,13213.88,Yes,52
D00388,Robert,Reese,rachelwilson@yahoo.com,8624951339,Maryside,OH,1681,8/6/2023,24,3189.28,No,74
D00389,Shelby,Goodwin,donnaherman@joyce-benitez.com,(605)752-9664x71181,New Kristafort,MI,80330,3/14/2024,2,14820.49,No,65
D00390,Erica,Patel,jwilliams@hotmail.com,207.239.1918,Mistyland,IN,42851,1/28/2023,9,12072.68,No,2
D00391,Raven,James,nicole69@shields.com,655-063-6985x167,Campbellburgh,NC,81832,7/14/2024,22,15571.93,No,49
D00392,Christina,Thornton,perryrobert@yahoo.com,001-655-999-1966x9760,Perezmouth,IN,50783,2/13/2024,13,270.97,No,22
D00393,Kevin,Wells,aking@schwartz.com,001-223-644-9951x4370,Breannaville,HI,53816,6/6/2023,25,4887.12,Yes,96
D00394,Amy,Thomas,walshdarius@jones-herrera.com,001-434-249-1626x3177,Traceychester,MA,11111,10/9/2022,16,12293.43,No,29
D00395,Aaron,Berg,smitchell@yahoo.com,442.221.2421x9738,Lake Dustinside,HI,55937,2/10/2025,18,23763.58,Yes,35
D00396,Justin,Smith,juarezralph@gmail.com,903-473-1751,Lake Haroldshire,KY,80761,9/17/2022,19,9602.55,No,81
D00397,Russell,Ho,hgonzalez@harrison.com,2958385083,Destinyhaven,NM,86583,4/3/2024,12,10620.81,No,76
D00398,Bethany,Cole,whitakerjack@drake.info,271.045.3513,Andreatown,NY,4063,9/30/2023,8,17873.11,No,24
D00399,Diana,Gregory,charper@peck.com,634-317-1916x33547,Lake Charlesmouth,AL,74147,6/20/2022,17,15102.74,No,94
D00400,Steven,Nixon,carrollstacy@yahoo.com,+1-154-338-2541x7689,Port Scottmouth,VA,37394,5/21/2022,15,7487.18,Yes,30
D00401,Scott,Vega,michaelgonzalez@hotmail.com,(206)829-9458,Schultzberg,ME,56544,9/12/2023,10,10282.19,No,84
D00402,Jason,Williams,sjames@brown.info,001-028-457-1869x198,Port Meagan,AL,60374,1/10/2025,15,5458.14,No,42
D00403,Thomas,Hardin,pjones@rice.com,625-499-3145,Port Garrettfort,IL,9131,1/3/2024,15,24151.22,No,71
D00404,Rachel,Walsh,cohenrobert@smith.com,651.338.6136,Danielston,TN,22119,7/5/2024,23,3283.25,No,50
